Vaalilaji;Vaalipiiri-/ hyvinvointialuenro;Kuntanro;Alueen tyyppi;Äänestysaluetunnus;Vaalipiirin/hv-alueen lyhenne suomeksi;Vaalipiirin/hv-alueen lyhenne ruotsiksi;Pysyvä puoluetunniste;Vakiopuoluenumero;Listajärjestysnumero;Puolueen/ryhmän nimilyhenne suomeksi;Puolueen/ryhmän nimilyhenne ruotsiksi;Puolueen/ryhmän nimilyhenne englanniksi;Kunnan/vaalipiirin/hv-alueen/ äänestysalueen nimi suomeksi;Kunnan/vaalipiirin/hv-alueen/ äänestysalueen nimi ruotsiksi;Puolueen/ryhmän nimi suomeksi;Puolueen/ryhmän nimi ruotsiksi;Puolueen/ryhmän nimi englanniksi;Pienin ehdokasnumero;Suurin ehdokasnumero;Vaaliliittonumero;Vaaliliiton nimi suomeksi;Vaaliliiton nimi ruotsiksi;Vaalitapahtuman nimilyhenne 1. vertailuvaali;Ennakkoääniä 1. vertailuvaali;Vaalipäivän ääniä 1. vertailuvaali;Ääniä yhteensä 1. vertailuvaali;Ennakkoäänien osuus (%) 1. vertailuvaali;Vaalipäivän äänien osuus (%) 1. vertailuvaali;Osuus (%) kaikista äänistä 1. vertailuvaali;Paikat 1. vertailuvaali;Vaalitapahtuman nimilyhenne 2. vertailuvaali;Ennakkoääniä 2. vertailuvaali;Vaalipäivän ääniä 2. vertailuvaali;Ääniä yhteensä 2. vertailuvaali;Ennakkoäänien osuus (%) 2. vertailuvaali;Vaalipäivän äänien osuus (%) 2. vertailuvaali;Osuus (%) kaikista äänistä 2. vertailuvaali;Ennakkoäänet lkm;Vaalipäivän äänet lkm;Äänet yhteensä lkm;Osuus ennakkoäänistä (%);Osuus vaalipäivän äänistä (%);Osuus kaikista äänistä (%);Paikat;Äänien lukumäärän muutos 1. vertailuvaali;Ääniosuuden muutos 1. vertailuvaali;Paikkamuutos 1. vertailuvaali;Äänien lukumäärän muutos 2. vertailuvaali;Ääniosuuden muutos 2. vertailuvaali;Laskennan tila;Laskentavaihe;Viimeisin päivitys;Total Votes;Osuus(%);Voittaja;Voittaja_lyhenne
E   ;1;91;A;043E;HEL;HEL;23;2;11;PS    ;SAF   ;FINNS ;Roihuvuori B                            ;Kasberget B                             ;Perussuomalaiset                                                                                    ;Sannfinländarna                                                                                     ;The Finns Party                                                                                     ;192;214;11;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;122;114;236;109;99;104;0;0;0;0;0;0;V;T;2,02304E+13;2273;10.38;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;13;5;12;VIHR  ;GRÖNA ;GREEN ;Roihuvuori B                            ;Kasberget B                             ;Vihreä liitto                                                                                       ;Gröna förbundet                                                                                     ;The Greens                                                                                          ;215;237;12;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;204;221;425;183;191;187;0;0;0;0;0;0;V;T;2,02304E+13;2273;18.7;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;38;17;13;SKE   ;FFF   ;FNF   ;Roihuvuori B                            ;Kasberget B                             ;Suomen Kansa Ensin                                                                                  ;Finska Folket Först                                                                                 ;Finnish Nation First                                                                                ;238;239;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;2;2;0;2;1;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.09;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;44;23;14;VL    ;FA    ;VL    ;Roihuvuori B                            ;Kasberget B                             ;Vapauden liitto                                                                                     ;Frihetsalliansen                                                                                    ;Vapauden liitto                                                                                     ;240;255;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;4;12;16;4;10;7;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.7;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;42;21;15;KRIP  ;KRIP  ;CRYP  ;Roihuvuori B                            ;Kasberget B                             ;Kristallipuolue                                                                                     ;Kristall Parti                                                                                      ;Crystal Party                                                                                       ;256;260;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;3;1;4;3;1;2;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.18;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;36;14;16;FP    ;FP    ;FP    ;Roihuvuori B                            ;Kasberget B                             ;Feministinen puolue                                                                                 ;Feministiska partiet                                                                                ;The Feminist Party                                                                                  ;261;266;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;4;6;2;3;3;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.26;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;34;12;17;EOP   ;DRP   ;AJP   ;Roihuvuori B                            ;Kasberget B                             ;Eläinoikeuspuolue                                                                                   ;Djurrättspartiet                                                                                    ;Animal Justice Party of Finland                                                                     ;267;270;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;6;8;2;5;4;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.35;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;2;4;18;KESK  ;CENT  ;CENT  ;Roihuvuori B                            ;Kasberget B                             ;Suomen Keskusta                                                                                     ;Centern i Finland                                                                                   ;Centre Party of Finland                                                                             ;271;281;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;9;16;25;8;14;11;0;0;0;0;0;0;V;T;2,02304E+13;2273;1.1;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;9;8;19;KD    ;KD    ;CD    ;Roihuvuori B                            ;Kasberget B                             ;Suomen Kristillisdemokraatit (KD)                                                                   ;Kristdemokraterna i Finland (KD)                                                                    ;Christian Democrats in Finland                                                                      ;282;289;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;21;19;40;19;16;18;0;0;0;0;0;0;V;T;2,02304E+13;2273;1.76;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;37;16;20;KL    ;KL    ;FRM   ;Roihuvuori B                            ;Kasberget B                             ;Korjausliike                                                                                        ;Korjausliike                                                                                        ;Finnish Reform Movement                                                                             ;290;293;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;1;1;0;1;0;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.04;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043E;HEL;HEL;121;99;21;E294  ;E294  ;E294  ;Roihuvuori B                            ;Kasberget B                             ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;294;294;16;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2273;0.0;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;30;11;1;PIR   ;PIR   ;PIR   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Piraattipuolue                                                                                      ;Piratpartiet                                                                                        ;Pirate Party of Finland                                                                             ;2;21;1;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;5;7;1;4;3;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.28;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;33;10;2;LIBE  ;LIBE  ;LIBE  ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Liberaalipuolue - Vapaus valita                                                                     ;Liberalpartiet - Frihet att välja                                                                   ;The Liberal Party - Freedom to choose                                                               ;22;44;2;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;5;7;12;4;6;5;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.48;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;41;19;3;AP    ;ÖP    ;OP    ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Avoin Puolue                                                                                        ;Öppna Partiet                                                                                       ;The Open Party                                                                                      ;45;52;3;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;5;6;1;4;2;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.24;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;43;22;4;VKK   ;VKK   ;VKK   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;53;62;4;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;5;5;10;4;4;4;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.4;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;15;6;5;VAS   ;VÄNST ;LEFT  ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Vasemmistoliitto                                                                                    ;Vänsterförbundet                                                                                    ;The Left Alliance                                                                                   ;63;85;5;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;186;103;289;136;92;116;0;0;0;0;0;0;V;T;2,02304E+13;2494;11.59;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;5;7;6;RKP   ;SFP   ;SPP   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Suomen ruotsalainen kansanpuolue                                                                    ;Svenska folkpartiet i Finland                                                                       ;The Swedish People's Party of Finland                                                               ;86;108;6;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;46;37;83;34;33;33;0;0;0;0;0;0;V;T;2,02304E+13;2494;3.33;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;40;9;7;LIIK  ;RN    ;MOVE  ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Liike Nyt                                                                                           ;Rörelse.nu                                                                                          ;Movement Now                                                                                        ;109;131;7;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;26;38;64;19;34;26;0;0;0;0;0;0;V;T;2,02304E+13;2494;2.57;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;4;3;8;KOK   ;SAML  ;NCP   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Kansallinen Kokoomus                                                                                ;Samlingspartiet                                                                                     ;National Coalition Party                                                                            ;132;154;8;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;294;241;535;215;214;215;0;0;0;0;0;0;V;T;2,02304E+13;2494;21.45;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;8;20;9;SKP   ;FKP   ;CPF   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Suomen Kommunistinen Puolue                                                                         ;Finlands Kommunistiska Parti                                                                        ;The Communist Party of Finland                                                                      ;155;168;9;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;4;9;13;3;8;5;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.52;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;1;1;10;SDP   ;SDP   ;SDP   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Suomen Sosialidemokraattinen Puolue                                                                 ;Finlands Socialdemokratiska Parti                                                                   ;The Finnish Social Democratic Party                                                                 ;169;191;10;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;390;333;723;285;296;290;0;0;0;0;0;0;V;T;2,02304E+13;2494;28.99;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;23;2;11;PS    ;SAF   ;FINNS ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Perussuomalaiset                                                                                    ;Sannfinländarna                                                                                     ;The Finns Party                                                                                     ;192;214;11;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;174;130;304;127;116;122;0;0;0;0;0;0;V;T;2,02304E+13;2494;12.19;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;13;5;12;VIHR  ;GRÖNA ;GREEN ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Vihreä liitto                                                                                       ;Gröna förbundet                                                                                     ;The Greens                                                                                          ;215;237;12;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;168;155;323;123;138;130;0;0;0;0;0;0;V;T;2,02304E+13;2494;12.95;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;38;17;13;SKE   ;FFF   ;FNF   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Suomen Kansa Ensin                                                                                  ;Finska Folket Först                                                                                 ;Finnish Nation First                                                                                ;238;239;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;0;2;1;0;1;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.08;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;44;23;14;VL    ;FA    ;VL    ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Vapauden liitto                                                                                     ;Frihetsalliansen                                                                                    ;Vapauden liitto                                                                                     ;240;255;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;8;16;24;6;14;10;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.96;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;42;21;15;KRIP  ;KRIP  ;CRYP  ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Kristallipuolue                                                                                     ;Kristall Parti                                                                                      ;Crystal Party                                                                                       ;256;260;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;3;4;1;3;2;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.16;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;36;14;16;FP    ;FP    ;FP    ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Feministinen puolue                                                                                 ;Feministiska partiet                                                                                ;The Feminist Party                                                                                  ;261;266;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;4;0;4;3;0;2;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.16;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;34;12;17;EOP   ;DRP   ;AJP   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Eläinoikeuspuolue                                                                                   ;Djurrättspartiet                                                                                    ;Animal Justice Party of Finland                                                                     ;267;270;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;2;4;1;2;2;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.16;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;2;4;18;KESK  ;CENT  ;CENT  ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Suomen Keskusta                                                                                     ;Centern i Finland                                                                                   ;Centre Party of Finland                                                                             ;271;281;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;17;13;30;12;12;12;0;0;0;0;0;0;V;T;2,02304E+13;2494;1.2;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;9;8;19;KD    ;KD    ;CD    ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Suomen Kristillisdemokraatit (KD)                                                                   ;Kristdemokraterna i Finland (KD)                                                                    ;Christian Democrats in Finland                                                                      ;282;289;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;28;18;46;20;16;18;0;0;0;0;0;0;V;T;2,02304E+13;2494;1.84;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;37;16;20;KL    ;KL    ;FRM   ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Korjausliike                                                                                        ;Korjausliike                                                                                        ;Finnish Reform Movement                                                                             ;290;293;15;KESK+KD+KL                              ;CENT+KD+KL                              ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;7;4;11;5;4;4;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.44;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043F;HEL;HEL;121;99;21;E294  ;E294  ;E294  ;Herttoniemenranta A                     ;Hertonäs strand A                       ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;Jyrki Helminen                                                                                      ;294;294;16;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2494;0.0;Suomen Sosialidemokraattinen Puolue                                                                 ;SDP   
E   ;1;91;A;043G;HEL;HEL;30;11;1;PIR   ;PIR   ;PIR   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Piraattipuolue                                                                                      ;Piratpartiet                                                                                        ;Pirate Party of Finland                                                                             ;2;21;1;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;3;5;8;2;4;3;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.3;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;33;10;2;LIBE  ;LIBE  ;LIBE  ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Liberaalipuolue - Vapaus valita                                                                     ;Liberalpartiet - Frihet att välja                                                                   ;The Liberal Party - Freedom to choose                                                               ;22;44;2;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;10;17;27;7;14;10;0;0;0;0;0;0;V;T;2,02304E+13;2635;1.02;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;41;19;3;AP    ;ÖP    ;OP    ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Avoin Puolue                                                                                        ;Öppna Partiet                                                                                       ;The Open Party                                                                                      ;45;52;3;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;3;5;8;2;4;3;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.3;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;43;22;4;VKK   ;VKK   ;VKK   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;Valta kuuluu kansalle                                                                               ;53;62;4;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;8;9;1;6;3;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.34;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;15;6;5;VAS   ;VÄNST ;LEFT  ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Vasemmistoliitto                                                                                    ;Vänsterförbundet                                                                                    ;The Left Alliance                                                                                   ;63;85;5;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;201;118;319;145;95;121;0;0;0;0;0;0;V;T;2,02304E+13;2635;12.11;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;5;7;6;RKP   ;SFP   ;SPP   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Suomen ruotsalainen kansanpuolue                                                                    ;Svenska folkpartiet i Finland                                                                       ;The Swedish People's Party of Finland                                                               ;86;108;6;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;54;36;90;39;29;34;0;0;0;0;0;0;V;T;2,02304E+13;2635;3.42;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;40;9;7;LIIK  ;RN    ;MOVE  ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Liike Nyt                                                                                           ;Rörelse.nu                                                                                          ;Movement Now                                                                                        ;109;131;7;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;32;29;61;23;23;23;0;0;0;0;0;0;V;T;2,02304E+13;2635;2.31;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;4;3;8;KOK   ;SAML  ;NCP   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Kansallinen Kokoomus                                                                                ;Samlingspartiet                                                                                     ;National Coalition Party                                                                            ;132;154;8;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;365;313;678;263;251;257;0;0;0;0;0;0;V;T;2,02304E+13;2635;25.73;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;8;20;9;SKP   ;FKP   ;CPF   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Suomen Kommunistinen Puolue                                                                         ;Finlands Kommunistiska Parti                                                                        ;The Communist Party of Finland                                                                      ;155;168;9;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;1;1;2;1;1;1;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.08;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;1;1;10;SDP   ;SDP   ;SDP   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Suomen Sosialidemokraattinen Puolue                                                                 ;Finlands Socialdemokratiska Parti                                                                   ;The Finnish Social Democratic Party                                                                 ;169;191;10;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;276;302;578;199;242;219;0;0;0;0;0;0;V;T;2,02304E+13;2635;21.94;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;23;2;11;PS    ;SAF   ;FINNS ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Perussuomalaiset                                                                                    ;Sannfinländarna                                                                                     ;The Finns Party                                                                                     ;192;214;11;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;172;169;341;124;135;129;0;0;0;0;0;0;V;T;2,02304E+13;2635;12.94;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;13;5;12;VIHR  ;GRÖNA ;GREEN ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Vihreä liitto                                                                                       ;Gröna förbundet                                                                                     ;The Greens                                                                                          ;215;237;12;                                        ;                                        ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;232;186;418;167;149;159;0;0;0;0;0;0;V;T;2,02304E+13;2635;15.86;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;38;17;13;SKE   ;FFF   ;FNF   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Suomen Kansa Ensin                                                                                  ;Finska Folket Först                                                                                 ;Finnish Nation First                                                                                ;238;239;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;0;0;0;0;0;0;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.0;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;44;23;14;VL    ;FA    ;VL    ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Vapauden liitto                                                                                     ;Frihetsalliansen                                                                                    ;Vapauden liitto                                                                                     ;240;255;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;6;10;16;4;8;6;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.61;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;42;21;15;KRIP  ;KRIP  ;CRYP  ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Kristallipuolue                                                                                     ;Kristall Parti                                                                                      ;Crystal Party                                                                                       ;256;260;13;SKE+KRIP+VL                             ;FFF+KRIP+FA                             ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;0;2;1;0;1;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.08;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;36;14;16;FP    ;FP    ;FP    ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Feministinen puolue                                                                                 ;Feministiska partiet                                                                                ;The Feminist Party                                                                                  ;261;266;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;2;4;1;2;2;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.15;Kansallinen Kokoomus                                                                                ;KOK   
E   ;1;91;A;043G;HEL;HEL;34;12;17;EOP   ;DRP   ;AJP   ;Herttoniemenranta B                     ;Hertonäs strand B                       ;Eläinoikeuspuolue                                                                                   ;Djurrättspartiet                                                                                    ;Animal Justice Party of Finland                                                                     ;267;270;14;EOP+FP                                  ;DRP+FP                                  ;          ;       ;       ;       ;    ;    ;    ;     ;          ;       ;       ;       ;    ;    ;    ;2;4;6;1;3;2;0;0;0;0;0;0;V;T;2,02304E+13;2635;0.23;Kansallinen Kokoomus                                                                                ;KOK   
